Name,Surname,Date birth,Unit,Class,Sex,Race,Citizenship,Married,Children,Salary per day,Territory,Occupation,Pets,Food
Daisy,Green,1990-10-15,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,4,2.00
Ella,Davis,1985-02-14,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,5,2.00,Quel'Thalas,Border,2,2.00
Emily,Adams,1994-07-11,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,1,2.00,Quel'Thalas,Army,6,2.00
Fiona,White,1989-11-30,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,5,2.00
Gemma,Johnson,1992-04-12,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,5,2.00,Quel'Thalas,Border,6,2.00
Harper,Scott,1987-08-25,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,5,2.00
Holly,Turner,1990-01-19,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,3,2.00,Silvermoon,Border,3,2.00
Jade,King,1986-03-05,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,5,2.00,Silvermoon,Police,4,2.00
Jasmine,Hall,1994-12-03,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Police,7,2.00
Julia,Green,1988-11-11,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,3,2.00,Silvermoon,Army,2,2.00
Kaitlyn,Smith,1991-09-26,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,3,2.00,Quel'Thalas,Police,6,2.00
Laura,Davis,1982-05-17,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Police,2,2.00
Lily,White,1995-04-06,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,3,2.00,Silvermoon,Border,4,2.00
Madison,Clark,1986-07-30,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,4,2.00,Quel'Thalas,Police,7,2.00
Megan,Wilson,1992-03-15,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,2,2.00,Quel'Thalas,Army,3,2.00
Natalie,Brown,1990-11-11,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,1,2.00,Quel'Thalas,Border,3,2.00
Olivia,Harris,1987-12-25,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,5,2.00
Paige,Lee,1995-06-17,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,5,2.00,Silvermoon,Police,5,2.00
Quinn,Turner,1984-08-13,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Police,5,2.00
Ruby,Young,1991-01-14,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,3,2.00
Samantha,Miller,1992-11-03,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,3,2.00,Silvermoon,Border,2,2.00
Sarah,Robinson,1986-10-22,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Police,1,2.00
Sydney,Davis,1989-05-09,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,2,2.00,Silvermoon,Army,2,2.00
Talia,White,1994-07-07,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,2,2.00
Violet,Johnson,1990-03-30,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,5,2.00,Silvermoon,Border,1,2.00
Willow,Green,1987-04-05,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,3,2.00,Silvermoon,Border,3,2.00
Zoe,Hall,1991-08-15,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,4,2.00,Quel'Thalas,Border,6,2.00
Amelia,Scott,1992-12-20,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,2,2.00
Ava,Turner,1985-09-14,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,5,2.00
Bethany,King,1993-01-29,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,4,2.00,Quel'Thalas,Army,6,2.00
Bianca,White,1989-07-05,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,4,2.00,Silvermoon,Police,7,2.00
Cora,Miller,1995-11-22,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,3,2.00,Quel'Thalas,Army,4,2.00
Daisy,Green,1984-12-06,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,2,2.00,Quel'Thalas,Police,2,2.00
Ella,Davis,1992-04-12,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,5,2.00
Emily,Scott,1987-11-17,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,4,2.00,Silvermoon,Police,6,2.00
Grace,Turner,1990-02-11,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,4,2.00,Silvermoon,Police,3,2.00
Hannah,Johnson,1989-08-20,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,6,2.00
Ivy,White,1995-09-03,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,1,2.00,Quel'Thalas,Army,5,2.00
Jasmine,Green,1986-06-13,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,5,2.00,Silvermoon,Police,4,2.00
Jessica,Lee,1992-10-29,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,6,2.00
Julia,Brown,1987-01-15,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,7,2.00
Kaitlyn,Harris,1991-03-10,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,1,2.00
Laura,Smith,1985-07-28,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,2,2.00,Quel'Thalas,Army,4,2.00
Lily,King,1993-05-24,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,4,2.00
Lucy,White,1995-11-03,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,3,2.00
Mia,Davis,1986-04-17,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,3,2.00,Quel'Thalas,Border,2,2.00
Natalie,Brown,1989-09-13,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,1,2.00,Silvermoon,Army,1,2.00
Nicole,Harris,1994-08-25,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,3,2.00
Olivia,Turner,1992-07-12,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,5,2.00,Silvermoon,Border,3,2.00
Paige,Miller,1987-10-21,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Police,2,2.00
Quinn,King,1984-01-05,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,5,2.00,Quel'Thalas,Army,1,2.00
Ruby,White,1995-12-09,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,2,2.00
Sarah,Davis,1990-06-28,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,7,2.00
Sophie,Scott,1987-03-25,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,1,2.00
Stella,Harris,1992-11-11,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,3,2.00
Talia,Turner,1986-08-22,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Police,2,2.00
Violet,Green,1990-07-05,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,2,2.00
Willow,White,1989-09-28,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,1,2.00,Silvermoon,Border,6,2.00
Zoe,Johnson,1993-05-15,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,6,2.00
Amelia,Brown,1991-12-01,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,7,2.00
Ava,Scott,1984-04-10,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,1,2.00
Bethany,King,1995-11-27,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,1,2.00,Quel'Thalas,Police,4,2.00
Bianca,White,1986-01-24,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,1,2.00
Cora,Green,1989-08-16,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,2,2.00
Daisy,Miller,1993-02-07,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,5,2.00
Ella,Harris,1987-07-25,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,2,2.00
Emily,Scott,1994-12-03,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,6,2.00
Grace,White,1985-10-09,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,4,2.00,Silvermoon,Border,2,2.00
Hannah,King,1990-03-23,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,2,2.00,Quel'Thalas,Police,6,2.00
Ivy,Johnson,1987-05-06,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Police,2,2.00
Jasmine,Turner,1991-10-22,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,4,2.00
Jessica,Green,1984-07-13,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,5,2.00,Silvermoon,Border,5,2.00
Julia,Brown,1995-02-11,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Army,1,2.00
Kaitlyn,Harris,1992-08-14,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,2,2.00,Silvermoon,Army,2,2.00
Laura,White,1986-12-09,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Border,1,2.00
Lily,Scott,1993-04-16,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,2,2.00
Lucy,Miller,1989-11-23,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Police,3,2.00
Mia,Turner,1985-02-11,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,1,2.00,Silvermoon,Army,7,2.00
Natalie,King,1995-05-22,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,1,2.00,Silvermoon,Police,2,2.00
Nicole,White,1987-06-30,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,2,2.00,Quel'Thalas,Police,3,2.00
Olivia,Harris,1992-12-21,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,4,2.00,Silvermoon,Border,6,2.00
Paige,Scott,1990-08-18,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Army,7,2.00
Quinn,Brown,1989-07-04,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,2,2.00,Quel'Thalas,Border,7,2.00
Ruby,Turner,1991-09-09,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,1,2.00,Silvermoon,Police,3,2.00
Sarah,White,1986-03-12,Sorceress,Caster,Female,Blood Elf,Silvermoon,Yes,2,2.00,Silvermoon,Army,2,2.00
Sophie,Green,1993-05-30,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,No,0,2.00,Quel'Thalas,Border,2,2.00
Stella,Harris,1984-01-29,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,3,2.00,Quel'Thalas,Border,5,2.00
Talia,King,1995-07-17,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,3,2.00,Quel'Thalas,Border,6,2.00
Violet,Scott,1990-02-06,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,4,2.00,Quel'Thalas,Police,7,2.00
Willow,Turner,1989-11-28,Sorceress,Caster,Female,Blood Elf,Silvermoon,No,0,2.00,Silvermoon,Police,4,2.00
Zoe,White,1991-04-24,Sorceress,Caster,Female,Blood Elf,Quel'Thalas,Yes,4,2.00,Quel'Thalas,Army,2,2.00
Amani,Nsubuga,1984-06-17,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,6,1.00
Benjamin,Kato,1987-09-12,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,1,1.00
Charles,Ntege,1990-12-25,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Tree,6,1.00
David,Mbabazi,1985-03-20,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
Elijah,Mugisha,1988-05-13,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,6,1.00
Francis,Okello,1991-07-09,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,1,1.00
George,Muwonge,1986-10-29,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
Henry,Lule,1982-11-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,3,1.00
Isaac,Musoke,1992-01-22,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
James,Nakiyingi,1983-04-10,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,1,1.00
Joseph,Kabirizi,1989-06-03,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Kenneth,Nsiima,1995-08-21,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Lawrence,Nakabugo,1987-12-17,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Michael,Sserunkuuma,1986-02-14,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,6,1.00
Nathan,Kizito,1990-09-08,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,4,1.00
Oliver,Lubega,1994-05-19,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,7,1.00
Patrick,Ssemakula,1981-07-30,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Richard,Waiswa,1993-03-16,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,3,1.00
Samuel,Mulindwa,1988-12-04,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Thomas,Kaggwa,1992-10-25,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
Umar,Nsamba,1985-05-11,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Victor,Bagenda,1994-11-08,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Tree,1,1.00
William,Ssenyonga,1987-08-22,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,5,1.00
Xavier,Kakooza,1983-04-14,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,7,1.00
Yasin,Kyalimpa,1989-01-06,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Gold,7,1.00
Zion,Lubega,1990-07-25,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,6,1.00
Allan,Mugisha,1986-02-01,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Gold,3,1.00
Ben,Kabuye,1988-11-17,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Chris,Namugenyi,1992-05-10,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,4,1.00
Daniel,Nakaayi,1984-10-06,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,7,1.00
Edward,Kiwalabye,1989-03-12,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
Farouk,Turyatunga,1991-12-13,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,5,1.00
Gilbert,Kamya,1983-06-22,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Harrison,Kasasa,1995-09-18,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Ibrahim,Kirabira,1982-04-30,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,6,1.00
John,Namirembe,1994-07-05,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,2,1.00
Kassim,Byaruhanga,1986-11-10,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,3,1.00
Leonard,Nakalembe,1992-03-24,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Tree,3,1.00
Maurice,Atukunda,1987-02-20,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,1,1.00
Norbert,Tumwine,1984-12-30,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Tree,2,1.00
Osman,Nakiganda,1993-05-08,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,1,1.00
Paul,Kasujja,1985-10-04,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Richard,Kizito,1992-08-19,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,7,1.00
Stephen,Ssenyonga,1989-06-29,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,1,1.00
Tony,Lubega,1991-03-26,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Tree,4,1.00
Umar,Nakato,1988-07-15,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,6,1.00
Victor,Sserunjogi,1994-01-09,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,6,1.00
Wilson,Mugisha,1982-09-04,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,7,1.00
Alex,Nsubuga,1987-04-20,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,6,1.00
Brian,Ssekamatte,1990-02-15,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,4,1.00
Charles,Bakunda,1994-12-03,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,3,1.00
David,Mubiru,1983-11-12,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Emmanuel,Kintu,1991-09-27,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Tree,3,1.00
Frank,Kasule,1986-06-21,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Gold,4,1.00
George,Nsubuga,1985-02-07,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,3,1.00
Henry,Kamoga,1993-11-18,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,6,1.00
Isaac,Wamala,1987-08-06,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,1,1.00
Jacob,Nakalema,1994-04-09,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Joseph,Kizito,1988-12-01,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
Kenneth,Nsubuga,1989-10-15,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Gold,1,1.00
Lawrence,Lule,1992-07-27,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,7,1.00
Michael,Mukiibi,1984-06-05,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,6,1.00
Nathan,Kyeyune,1995-01-19,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Oliver,Nansamba,1986-05-30,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,7,1.00
Patrick,Ssekitoleko,1991-12-23,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,5,1.00
Richard,Mugisha,1990-08-10,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,5,1.00
Samuel,Kanyere,1985-11-01,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
Thomas,Kintu,1993-09-14,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Tree,3,1.00
Umar,Namulindwa,1987-06-08,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Tree,7,1.00
Victor,Ndyanabo,1992-12-20,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,7,1.00
William,Nakayima,1995-04-05,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Xavier,Kato,1983-03-26,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,2,1.00
Yasin,Nsubuga,1989-02-11,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,6,1.00
Zion,Kakooza,1991-08-27,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,2,1.00
Allan,Byaruhanga,1987-04-02,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
Ben,Mwesigwa,1992-06-13,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,5,1.00
Chris,Kamoga,1986-12-20,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Tree,1,1.00
Daniel,Kasaija,1995-11-11,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,3,1.00
Edward,Namatovu,1988-10-07,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Farouk,Muwonge,1994-07-23,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,3,1.00
Gilbert,Nakalema,1982-05-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,2,1.00
Harrison,Namugenyi,1990-12-29,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,6,1.00
Ibrahim,Lule,1987-09-11,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,3,1.00
John,Kamya,1992-04-18,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,1,1.00
Kassim,Kanyere,1985-03-02,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Leonard,Turyatunga,1994-10-08,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Gold,3,1.00
Maurice,Mbabazi,1986-11-16,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,5,1.00
Norbert,Nakiganda,1991-02-13,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,2,1.00
Osman,Nsubuga,1992-09-09,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,3,1.00
Paul,Sserunkuuma,1984-05-22,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,6,1.00
Richard,Nakiyingi,1990-01-25,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Stephen,Kato,1987-08-30,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,4,1.00
Tony,Kizito,1995-12-17,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,4,1.00
Umar,Kiwalabye,1989-11-03,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Victor,Mbabazi,1986-06-17,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,1,1.00
Wilson,Nsubuga,1991-04-26,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
Alex,Byaruhanga,1984-02-21,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,3,1.00
Brian,Namirembe,1988-10-29,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
Charles,Waiswa,1992-06-16,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,6,1.00
David,Mugisha,1987-01-08,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
Emmanuel,Ssemakula,1995-09-23,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,2,1.00
Frank,Lubega,1983-07-04,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,1,1.00
George,Kiwalabye,1991-12-12,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,7,1.00
Henry,Nsubuga,1988-04-11,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Isaac,Sserunjogi,1994-02-09,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,5,1.00
Jacob,Mukiibi,1986-08-14,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,6,1.00
Joseph,Kato,1990-11-30,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Kenneth,Kyalimpa,1995-07-19,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Lawrence,Kizito,1983-05-03,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,7,1.00
Michael,Nakalemba,1989-04-22,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,3,1.00
Nathan,Namugenyi,1994-01-18,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,5,1.00
Oliver,Kasasa,1987-12-08,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,1,1.00
Patrick,Musoke,1986-03-21,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Richard,Nsubuga,1990-11-25,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,3,1.00
Samuel,Kamya,1992-08-09,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,3,1.00
Thomas,Ssekitoleko,1984-06-02,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,2,1.00
Umar,Nakalema,1995-10-21,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Gold,4,1.00
